0, 0, Header, 1, 5, 192
1, 0, Start_track
1, 0, Title_t, "DINOSAUR_-_AKMU"
1, 0, Tempo, 495867
1, 0, Key_signature, 2, "major"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "Right Hand"
2, 0, Program_c, 0, 0
2, 0, Pitch_bend_c, 0, 8192
2, 0, Control_c, 0, 7, 127
2, 0, Control_c, 0, 10, 64
2, 0, Note_on_c, 0, 86, 110
2, 1104, Note_on_c, 0, 86, 0
2, 1152, Note_on_c, 0, 88, 110
2, 1408, Note_on_c, 0, 88, 0
2, 1440, Note_on_c, 0, 78, 110
2, 1534, Note_on_c, 0, 78, 0
2, 1536, Note_on_c, 0, 81, 110
2, 1536, Note_on_c, 0, 83, 110
2, 2640, Note_on_c, 0, 81, 0
2, 2640, Note_on_c, 0, 83, 0
2, 2688, Note_on_c, 0, 93, 110
2, 2944, Note_on_c, 0, 93, 0
2, 2976, Note_on_c, 0, 78, 110
2, 3070, Note_on_c, 0, 78, 0
2, 3072, Note_on_c, 0, 81, 110
2, 3408, Note_on_c, 0, 81, 0
2, 3552, Note_on_c, 0, 79, 110
2, 3646, Note_on_c, 0, 79, 0
2, 3648, Note_on_c, 0, 78, 110
2, 3742, Note_on_c, 0, 78, 0
2, 3744, Note_on_c, 0, 76, 110
2, 4176, Note_on_c, 0, 76, 0
2, 4416, Note_on_c, 0, 62, 110
2, 4510, Note_on_c, 0, 62, 0
2, 4512, Note_on_c, 0, 64, 110
2, 4606, Note_on_c, 0, 64, 0
2, 4608, Note_on_c, 0, 66, 110
2, 4702, Note_on_c, 0, 66, 0
2, 4704, Note_on_c, 0, 64, 110
2, 4798, Note_on_c, 0, 64, 0
2, 4800, Note_on_c, 0, 62, 110
2, 4894, Note_on_c, 0, 62, 0
2, 4896, Note_on_c, 0, 59, 110
2, 4990, Note_on_c, 0, 59, 0
2, 5760, Note_on_c, 0, 66, 110
2, 5854, Note_on_c, 0, 66, 0
2, 5856, Note_on_c, 0, 64, 110
2, 5950, Note_on_c, 0, 64, 0
2, 5952, Note_on_c, 0, 62, 110
2, 6046, Note_on_c, 0, 62, 0
2, 6048, Note_on_c, 0, 59, 110
2, 6142, Note_on_c, 0, 59, 0
2, 6144, Note_on_c, 0, 66, 110
2, 6238, Note_on_c, 0, 66, 0
2, 6240, Note_on_c, 0, 69, 110
2, 6334, Note_on_c, 0, 69, 0
2, 6336, Note_on_c, 0, 66, 110
2, 6430, Note_on_c, 0, 66, 0
2, 6432, Note_on_c, 0, 69, 110
2, 6526, Note_on_c, 0, 69, 0
